C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_49_225.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_49_225.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_49_225.jpg,0,0,0,8.20E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_49_480.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_49_480.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_49_480.jpg,0,0,0,7.94E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_49_689.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_49_689.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_49_689.jpg,0,0,0,7.83E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_49_924.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_49_924.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_49_924.jpg,0,0,0,7.78E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_50_166.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_50_166.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_50_166.jpg,0,0,0,7.96E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_50_363.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_50_363.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_50_363.jpg,0,0,0,7.77E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_50_591.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_50_591.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_50_591.jpg,0,0,0,7.86E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_50_806.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_50_806.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_50_806.jpg,0,0,0,7.88E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_51_068.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_51_068.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_51_068.jpg,0,0,0,8.03E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_51_341.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_51_341.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_51_341.jpg,0,0,0,7.81E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_51_581.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_51_581.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_51_581.jpg,0,0,0,7.84E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_51_849.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_51_849.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_51_849.jpg,0,0,0,7.90E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_52_055.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_52_055.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_52_055.jpg,0,0,0,7.95E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_52_230.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_52_230.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_52_230.jpg,0,0,0,7.78E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_52_440.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_52_440.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_52_440.jpg,0,0,0,7.90E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_52_671.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_52_671.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_52_671.jpg,0,0,0,7.86E-05
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_52_883.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_52_883.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_52_883.jpg,-0.6221838,0.6221838,0,1.555664
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_53_073.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_53_073.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_53_073.jpg,-0.05172438,1,0,3.6962
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_53_270.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_53_270.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_53_270.jpg,0,0.3979261,0,4.604945
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_53_473.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_53_473.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_53_473.jpg,0,0,0,4.519527
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_53_669.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_53_669.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_53_669.jpg,-0.5897658,0.5897658,0,5.568825
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_53_856.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_53_856.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_53_856.jpg,-0.02509111,0.02509111,0,5.503123
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_13_21_03_54_084.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_13_21_03_54_084.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_13_21_03_54_084.jpg,0,0,0,5.383556
